evals.q.250.	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume.max
8.000e+03	2.816e-01	2.808e-01	3.016e-01	2.808e-01	2.608e-01	3.008e-01	4.320e-01	4.104e-01	4.528e-01	2.000e-01	1.800e-01	2.184e-01	2.680e-01	2.560e-01	2.840e-01	3.120e-01	2.960e-01	3.296e-01	1.672e-01	1.520e-01	1.800e-01	1.816e-01	1.712e-01	1.976e-01	2.550e-01	2.450e-01	2.600e-01	2.496e-01	2.367e-01	2.574e-01	3.186e-01	3.119e-01	3.313e-01	1.414e-01	1.299e-01	1.487e-01	1.428e-01	1.266e-01	1.522e-01	1.728e-01	1.683e-01	1.793e-01	8.390e-02	7.665e-02	8.795e-02	9.780e-02	8.935e-02	1.023e-01	2.222e-01	2.173e-01	2.253e-01	1.781e-01	1.730e-01	1.849e-01	2.328e-01	2.255e-01	2.408e-01	1.105e-01	9.976e-02	1.193e-01	9.912e-02	9.274e-02	1.047e-01	1.184e-01	1.119e-01	1.246e-01	6.839e-02	6.512e-02	7.604e-02	7.363e-02	6.223e-02	7.833e-02
8.250e+03	2.824e-01	2.816e-01	3.024e-01	2.808e-01	2.616e-01	2.816e-01	4.320e-01	4.120e-01	4.528e-01	2.008e-01	1.840e-01	2.176e-01	2.688e-01	2.640e-01	2.904e-01	3.128e-01	3.024e-01	3.376e-01	nan	nan	nan	1.904e-01	1.736e-01	2.096e-01	2.550e-01	2.450e-01	2.600e-01	2.500e-01	2.370e-01	2.598e-01	3.192e-01	3.128e-01	3.313e-01	1.430e-01	1.302e-01	1.532e-01	1.435e-01	1.343e-01	1.532e-01	1.765e-01	1.707e-01	1.824e-01	nan	nan	nan	9.665e-02	8.595e-02	1.005e-01	2.224e-01	2.179e-01	2.279e-01	1.796e-01	1.763e-01	1.864e-01	2.351e-01	2.254e-01	2.437e-01	1.119e-01	1.019e-01	1.224e-01	9.957e-02	9.530e-02	1.059e-01	1.217e-01	1.146e-01	1.285e-01	nan	nan	nan	7.338e-02	6.408e-02	7.861e-02
8.500e+03	2.816e-01	2.624e-01	3.024e-01	2.816e-01	2.608e-01	3.008e-01	4.320e-01	4.120e-01	4.528e-01	2.048e-01	1.848e-01	2.176e-01	2.752e-01	2.656e-01	2.968e-01	3.216e-01	3.048e-01	3.344e-01	1.792e-01	1.584e-01	1.888e-01	1.952e-01	1.736e-01	2.096e-01	2.550e-01	2.450e-01	2.600e-01	2.499e-01	2.396e-01	2.599e-01	3.194e-01	3.128e-01	3.315e-01	1.439e-01	1.319e-01	1.521e-01	1.465e-01	1.389e-01	1.551e-01	1.784e-01	1.725e-01	1.837e-01	8.495e-02	7.770e-02	9.515e-02	9.705e-02	8.595e-02	1.005e-01	2.251e-01	2.197e-01	2.290e-01	1.820e-01	1.775e-01	1.890e-01	2.350e-01	2.283e-01	2.441e-01	1.136e-01	1.027e-01	1.228e-01	1.004e-01	9.645e-02	1.062e-01	1.249e-01	1.190e-01	1.318e-01	6.958e-02	6.512e-02	7.659e-02	7.533e-02	6.542e-02	7.888e-02
8.750e+03	2.816e-01	2.816e-01	3.024e-01	2.808e-01	2.608e-01	3.008e-01	4.328e-01	4.120e-01	4.528e-01	2.144e-01	1.936e-01	2.216e-01	2.872e-01	2.696e-01	3.040e-01	3.216e-01	2.976e-01	3.344e-01	1.792e-01	1.592e-01	1.888e-01	nan	nan	nan	2.550e-01	2.500e-01	2.600e-01	2.500e-01	2.448e-01	2.648e-01	3.207e-01	3.133e-01	3.327e-01	1.461e-01	1.361e-01	1.550e-01	1.526e-01	1.415e-01	1.655e-01	1.807e-01	1.775e-01	1.898e-01	8.495e-02	7.790e-02	8.920e-02	nan	nan	nan	2.266e-01	2.222e-01	2.323e-01	1.845e-01	1.784e-01	1.905e-01	2.375e-01	2.303e-01	2.469e-01	1.127e-01	1.040e-01	1.229e-01	1.029e-01	9.598e-02	1.112e-01	1.280e-01	1.219e-01	1.326e-01	6.962e-02	6.522e-02	7.653e-02	nan	nan	nan
9.000e+03	2.824e-01	2.808e-01	3.024e-01	2.808e-01	2.616e-01	2.816e-01	4.328e-01	4.120e-01	4.528e-01	2.144e-01	1.936e-01	2.248e-01	2.896e-01	2.768e-01	3.128e-01	3.168e-01	3.056e-01	3.368e-01	nan	nan	nan	2.000e-01	1.816e-01	2.104e-01	2.550e-01	2.500e-01	2.600e-01	2.525e-01	2.426e-01	2.600e-01	3.211e-01	3.148e-01	3.308e-01	1.487e-01	1.322e-01	1.547e-01	1.547e-01	1.441e-01	1.580e-01	1.817e-01	1.774e-01	1.940e-01	nan	nan	nan	9.790e-02	8.955e-02	1.032e-01	2.282e-01	2.238e-01	2.325e-01	1.871e-01	1.804e-01	1.940e-01	2.392e-01	2.309e-01	2.489e-01	1.131e-01	1.033e-01	1.237e-01	1.051e-01	1.010e-01	1.109e-01	1.283e-01	1.218e-01	1.334e-01	nan	nan	nan	7.608e-02	6.542e-02	7.970e-02
9.250e+03	2.824e-01	2.816e-01	3.024e-01	2.808e-01	2.608e-01	3.016e-01	4.336e-01	4.120e-01	4.536e-01	2.144e-01	1.936e-01	2.296e-01	2.872e-01	2.768e-01	3.160e-01	3.192e-01	3.040e-01	3.368e-01	1.880e-01	1.624e-01	1.968e-01	2.056e-01	1.816e-01	2.216e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.426e-01	2.600e-01	3.213e-01	3.156e-01	3.332e-01	1.490e-01	1.357e-01	1.556e-01	1.565e-01	1.460e-01	1.651e-01	1.901e-01	1.803e-01	1.958e-01	8.605e-02	7.740e-02	9.085e-02	9.745e-02	9.140e-02	1.012e-01	2.305e-01	2.250e-01	2.343e-01	1.906e-01	1.832e-01	1.963e-01	2.418e-01	2.334e-01	2.510e-01	1.162e-01	1.047e-01	1.239e-01	1.058e-01	1.019e-01	1.140e-01	1.284e-01	1.202e-01	1.354e-01	7.154e-02	6.696e-02	7.690e-02	7.693e-02	6.612e-02	8.007e-02
9.500e+03	2.816e-01	2.624e-01	3.024e-01	2.808e-01	2.616e-01	3.016e-01	4.336e-01	4.120e-01	4.536e-01	2.160e-01	1.968e-01	2.296e-01	2.920e-01	2.776e-01	3.256e-01	3.216e-01	3.040e-01	3.384e-01	nan	nan	nan	2.024e-01	1.912e-01	2.144e-01	2.550e-01	2.450e-01	2.600e-01	2.548e-01	2.400e-01	2.649e-01	3.250e-01	3.159e-01	3.332e-01	1.499e-01	1.329e-01	1.600e-01	1.550e-01	1.462e-01	1.658e-01	1.898e-01	1.801e-01	1.970e-01	nan	nan	nan	9.775e-02	9.070e-02	1.023e-01	2.321e-01	2.270e-01	2.352e-01	1.918e-01	1.833e-01	1.986e-01	2.460e-01	2.354e-01	2.522e-01	1.194e-01	1.070e-01	1.265e-01	1.071e-01	1.024e-01	1.141e-01	1.312e-01	1.214e-01	1.365e-01	nan	nan	nan	7.818e-02	6.783e-02	8.274e-02
9.750e+03	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	2.816e-01	4.336e-01	4.120e-01	4.536e-01	2.160e-01	2.008e-01	2.312e-01	2.992e-01	2.816e-01	3.256e-01	3.256e-01	3.040e-01	3.384e-01	1.864e-01	1.664e-01	1.984e-01	2.080e-01	1.920e-01	2.184e-01	2.550e-01	2.450e-01	2.600e-01	2.549e-01	2.448e-01	2.650e-01	3.250e-01	3.159e-01	3.332e-01	1.507e-01	1.327e-01	1.620e-01	1.627e-01	1.512e-01	1.692e-01	1.908e-01	1.829e-01	1.978e-01	8.735e-02	8.105e-02	9.945e-02	9.955e-02	9.215e-02	1.065e-01	2.336e-01	2.280e-01	2.363e-01	1.912e-01	1.865e-01	2.011e-01	2.463e-01	2.404e-01	2.517e-01	1.208e-01	1.091e-01	1.269e-01	1.081e-01	1.045e-01	1.143e-01	1.311e-01	1.244e-01	1.388e-01	7.098e-02	6.672e-02	7.870e-02	7.728e-02	6.843e-02	8.330e-02
1.000e+04	2.824e-01	2.624e-01	3.016e-01	2.808e-01	2.616e-01	2.816e-01	4.336e-01	4.128e-01	4.536e-01	2.160e-01	2.032e-01	2.328e-01	3.040e-01	2.840e-01	3.256e-01	3.272e-01	3.144e-01	3.400e-01	nan	nan	nan	nan	nan	nan	2.550e-01	2.450e-01	2.600e-01	2.549e-01	2.450e-01	2.650e-01	3.250e-01	3.150e-01	3.333e-01	1.511e-01	1.350e-01	1.632e-01	1.629e-01	1.515e-01	1.685e-01	1.942e-01	1.849e-01	2.030e-01	nan	nan	nan	nan	nan	nan	2.354e-01	2.292e-01	2.384e-01	1.946e-01	1.876e-01	2.036e-01	2.458e-01	2.409e-01	2.544e-01	1.219e-01	1.072e-01	1.280e-01	1.084e-01	1.052e-01	1.175e-01	1.329e-01	1.286e-01	1.389e-01	nan	nan	nan	nan	nan	nan
1.025e+04	2.824e-01	2.808e-01	3.024e-01	2.808e-01	2.616e-01	3.016e-01	4.336e-01	4.128e-01	4.536e-01	2.160e-01	2.048e-01	2.336e-01	3.048e-01	2.848e-01	3.336e-01	3.296e-01	3.152e-01	3.448e-01	1.888e-01	1.728e-01	1.992e-01	2.136e-01	1.976e-01	2.224e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.280e-01	3.150e-01	3.350e-01	1.525e-01	1.377e-01	1.636e-01	1.638e-01	1.522e-01	1.700e-01	1.967e-01	1.865e-01	2.030e-01	8.885e-02	8.075e-02	1.016e-01	1.011e-01	9.275e-02	1.090e-01	2.361e-01	2.312e-01	2.423e-01	1.972e-01	1.892e-01	2.051e-01	2.493e-01	2.409e-01	2.547e-01	1.238e-01	1.109e-01	1.299e-01	1.089e-01	1.048e-01	1.149e-01	1.341e-01	1.279e-01	1.395e-01	7.349e-02	6.766e-02	7.793e-02	7.711e-02	6.782e-02	8.130e-02
1.050e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	2.816e-01	4.336e-01	4.128e-01	4.544e-01	2.240e-01	2.080e-01	2.392e-01	3.032e-01	2.880e-01	3.336e-01	3.288e-01	3.152e-01	3.448e-01	1.920e-01	1.760e-01	1.992e-01	2.184e-01	1.960e-01	2.272e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.280e-01	3.150e-01	3.328e-01	1.525e-01	1.371e-01	1.654e-01	1.666e-01	1.520e-01	1.704e-01	1.964e-01	1.871e-01	2.057e-01	9.710e-02	8.105e-02	1.021e-01	1.029e-01	9.475e-02	1.111e-01	2.375e-01	2.321e-01	2.424e-01	1.986e-01	1.921e-01	2.070e-01	2.506e-01	2.425e-01	2.571e-01	1.240e-01	1.121e-01	1.309e-01	1.126e-01	1.052e-01	1.151e-01	1.346e-01	1.283e-01	1.410e-01	7.203e-02	6.770e-02	7.858e-02	7.709e-02	7.212e-02	8.079e-02
1.075e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	3.008e-01	4.336e-01	4.128e-01	4.544e-01	2.240e-01	2.080e-01	2.392e-01	3.032e-01	2.864e-01	3.376e-01	3.288e-01	3.152e-01	3.464e-01	nan	nan	nan	2.184e-01	1.984e-01	2.272e-01	2.550e-01	2.500e-01	2.600e-01	2.575e-01	2.450e-01	2.650e-01	3.271e-01	3.150e-01	3.350e-01	1.543e-01	1.372e-01	1.649e-01	1.686e-01	1.544e-01	1.760e-01	1.965e-01	1.935e-01	2.084e-01	nan	nan	nan	1.099e-01	1.006e-01	1.152e-01	2.386e-01	2.343e-01	2.440e-01	2.007e-01	1.933e-01	2.065e-01	2.519e-01	2.416e-01	2.568e-01	1.239e-01	1.104e-01	1.305e-01	1.136e-01	1.078e-01	1.181e-01	1.355e-01	1.314e-01	1.430e-01	nan	nan	nan	7.951e-02	7.262e-02	8.415e-02
1.100e+04	2.816e-01	2.808e-01	3.024e-01	2.808e-01	2.616e-01	2.816e-01	4.336e-01	4.128e-01	4.544e-01	2.240e-01	2.080e-01	2.392e-01	3.136e-01	2.952e-01	3.408e-01	3.288e-01	3.152e-01	3.464e-01	1.952e-01	1.824e-01	2.080e-01	nan	nan	nan	2.550e-01	2.450e-01	2.600e-01	2.600e-01	2.450e-01	2.650e-01	3.263e-01	3.162e-01	3.348e-01	1.543e-01	1.372e-01	1.663e-01	1.681e-01	1.605e-01	1.769e-01	1.996e-01	1.961e-01	2.052e-01	9.960e-02	9.160e-02	1.029e-01	nan	nan	nan	2.394e-01	2.344e-01	2.453e-01	2.015e-01	1.958e-01	2.081e-01	2.523e-01	2.420e-01	2.558e-01	1.231e-01	1.109e-01	1.315e-01	1.135e-01	1.081e-01	1.184e-01	1.380e-01	1.331e-01	1.446e-01	7.414e-02	6.831e-02	7.967e-02	nan	nan	nan
1.125e+04	2.816e-01	2.808e-01	3.024e-01	2.808e-01	2.616e-01	3.008e-01	4.336e-01	4.128e-01	4.720e-01	2.248e-01	2.096e-01	2.368e-01	3.144e-01	2.976e-01	3.392e-01	3.320e-01	3.152e-01	3.464e-01	nan	nan	nan	2.160e-01	1.992e-01	2.256e-01	2.550e-01	2.450e-01	2.600e-01	2.600e-01	2.450e-01	2.650e-01	3.250e-01	3.164e-01	3.348e-01	1.544e-01	1.387e-01	1.635e-01	1.707e-01	1.630e-01	1.788e-01	2.012e-01	1.968e-01	2.093e-01	nan	nan	nan	1.101e-01	1.029e-01	1.187e-01	2.415e-01	2.352e-01	2.456e-01	2.034e-01	1.977e-01	2.121e-01	2.536e-01	2.480e-01	2.592e-01	1.261e-01	1.135e-01	1.336e-01	1.148e-01	1.098e-01	1.197e-01	1.394e-01	1.345e-01	1.466e-01	nan	nan	nan	8.023e-02	7.261e-02	8.420e-02
1.150e+04	2.816e-01	2.616e-01	3.024e-01	2.808e-01	2.616e-01	2.824e-01	4.336e-01	4.128e-01	4.704e-01	2.264e-01	2.080e-01	2.440e-01	3.200e-01	3.024e-01	3.392e-01	3.320e-01	3.176e-01	3.464e-01	2.008e-01	1.896e-01	2.136e-01	2.208e-01	2.040e-01	2.296e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.280e-01	3.164e-01	3.350e-01	1.569e-01	1.416e-01	1.651e-01	1.741e-01	1.650e-01	1.810e-01	2.039e-01	1.967e-01	2.116e-01	9.750e-02	9.030e-02	1.028e-01	1.137e-01	1.023e-01	1.201e-01	2.423e-01	2.376e-01	2.463e-01	2.050e-01	2.000e-01	2.125e-01	2.551e-01	2.493e-01	2.611e-01	1.290e-01	1.152e-01	1.347e-01	1.143e-01	1.092e-01	1.211e-01	1.410e-01	1.371e-01	1.466e-01	7.235e-02	6.809e-02	7.993e-02	7.906e-02	7.261e-02	8.414e-02
1.175e+04	2.824e-01	2.616e-01	3.024e-01	2.808e-01	2.616e-01	3.008e-01	4.336e-01	4.128e-01	4.704e-01	2.304e-01	2.096e-01	2.440e-01	3.240e-01	3.040e-01	3.440e-01	3.376e-01	3.176e-01	3.584e-01	nan	nan	nan	2.216e-01	2.000e-01	2.360e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.280e-01	3.181e-01	3.350e-01	1.628e-01	1.502e-01	1.690e-01	1.754e-01	1.668e-01	1.837e-01	2.063e-01	1.976e-01	2.148e-01	nan	nan	nan	1.125e-01	1.046e-01	1.198e-01	2.435e-01	2.395e-01	2.457e-01	2.076e-01	2.019e-01	2.150e-01	2.561e-01	2.515e-01	2.620e-01	1.307e-01	1.195e-01	1.372e-01	1.169e-01	1.096e-01	1.219e-01	1.429e-01	1.389e-01	1.499e-01	nan	nan	nan	7.822e-02	7.354e-02	8.588e-02
1.200e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	2.816e-01	4.336e-01	4.128e-01	4.704e-01	2.312e-01	2.112e-01	2.456e-01	3.296e-01	3.072e-01	3.424e-01	3.376e-01	3.184e-01	3.584e-01	2.000e-01	1.840e-01	2.128e-01	nan	nan	nan	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.281e-01	3.200e-01	3.350e-01	1.606e-01	1.501e-01	1.690e-01	1.812e-01	1.677e-01	1.853e-01	2.065e-01	2.016e-01	2.208e-01	9.770e-02	8.970e-02	1.034e-01	nan	nan	nan	2.436e-01	2.388e-01	2.476e-01	2.078e-01	2.039e-01	2.164e-01	2.571e-01	2.526e-01	2.625e-01	1.323e-01	1.187e-01	1.377e-01	1.187e-01	1.107e-01	1.243e-01	1.438e-01	1.393e-01	1.485e-01	7.362e-02	6.851e-02	7.998e-02	nan	nan	nan
1.225e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	3.008e-01	4.344e-01	4.312e-01	4.736e-01	2.304e-01	2.112e-01	2.440e-01	3.344e-01	3.096e-01	3.480e-01	3.408e-01	3.184e-01	3.584e-01	2.040e-01	1.944e-01	2.192e-01	2.256e-01	2.072e-01	2.432e-01	2.550e-01	2.450e-01	2.600e-01	2.600e-01	2.450e-01	2.650e-01	3.281e-01	3.200e-01	3.350e-01	1.601e-01	1.480e-01	1.686e-01	1.806e-01	1.736e-01	1.910e-01	2.105e-01	2.025e-01	2.226e-01	1.011e-01	9.230e-02	1.095e-01	1.115e-01	1.037e-01	1.190e-01	2.447e-01	2.397e-01	2.498e-01	2.081e-01	2.051e-01	2.180e-01	2.594e-01	2.545e-01	2.628e-01	1.295e-01	1.201e-01	1.377e-01	1.221e-01	1.141e-01	1.291e-01	1.456e-01	1.399e-01	1.496e-01	7.513e-02	6.890e-02	8.206e-02	8.093e-02	7.378e-02	8.736e-02
1.250e+04	2.816e-01	2.632e-01	3.016e-01	2.808e-01	2.608e-01	3.008e-01	4.344e-01	4.312e-01	4.736e-01	2.304e-01	2.168e-01	2.440e-01	3.312e-01	3.112e-01	3.488e-01	3.408e-01	3.240e-01	3.584e-01	nan	nan	nan	2.344e-01	2.216e-01	2.456e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.281e-01	3.200e-01	3.381e-01	1.608e-01	1.492e-01	1.686e-01	1.820e-01	1.724e-01	1.965e-01	2.099e-01	2.034e-01	2.194e-01	nan	nan	nan	1.115e-01	1.036e-01	1.187e-01	2.444e-01	2.399e-01	2.496e-01	2.094e-01	2.064e-01	2.191e-01	2.596e-01	2.538e-01	2.644e-01	1.280e-01	1.182e-01	1.380e-01	1.232e-01	1.149e-01	1.301e-01	1.466e-01	1.413e-01	1.498e-01	nan	nan	nan	8.194e-02	7.410e-02	8.696e-02
1.275e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	2.816e-01	4.344e-01	4.312e-01	4.736e-01	2.312e-01	2.224e-01	2.440e-01	3.312e-01	3.128e-01	3.488e-01	3.408e-01	3.248e-01	3.584e-01	2.088e-01	1.960e-01	2.248e-01	2.408e-01	2.264e-01	2.512e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.200e-01	3.400e-01	1.619e-01	1.492e-01	1.702e-01	1.813e-01	1.718e-01	1.924e-01	2.156e-01	2.071e-01	2.218e-01	9.865e-02	9.205e-02	1.070e-01	1.126e-01	1.036e-01	1.211e-01	2.457e-01	2.418e-01	2.507e-01	2.114e-01	2.091e-01	2.191e-01	2.601e-01	2.532e-01	2.668e-01	1.329e-01	1.220e-01	1.388e-01	1.267e-01	1.178e-01	1.296e-01	1.463e-01	1.425e-01	1.512e-01	7.398e-02	6.890e-02	7.966e-02	8.401e-02	7.706e-02	8.974e-02
1.300e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	2.816e-01	4.344e-01	4.312e-01	4.736e-01	2.384e-01	2.224e-01	2.560e-01	3.312e-01	3.200e-01	3.488e-01	3.448e-01	3.248e-01	3.584e-01	nan	nan	nan	nan	nan	nan	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.200e-01	3.400e-01	1.599e-01	1.498e-01	1.701e-01	1.794e-01	1.735e-01	1.924e-01	2.191e-01	2.113e-01	2.237e-01	nan	nan	nan	nan	nan	nan	2.448e-01	2.418e-01	2.518e-01	2.141e-01	2.107e-01	2.205e-01	2.619e-01	2.554e-01	2.705e-01	1.336e-01	1.229e-01	1.412e-01	1.283e-01	1.186e-01	1.331e-01	1.483e-01	1.446e-01	1.529e-01	nan	nan	nan	nan	nan	nan
1.325e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	2.832e-01	4.496e-01	4.320e-01	4.736e-01	2.384e-01	2.200e-01	2.560e-01	3.296e-01	3.168e-01	3.496e-01	3.448e-01	3.248e-01	3.464e-01	2.192e-01	2.024e-01	2.336e-01	2.408e-01	2.328e-01	2.560e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.232e-01	3.400e-01	1.636e-01	1.512e-01	1.703e-01	1.836e-01	1.758e-01	1.937e-01	2.194e-01	2.113e-01	2.265e-01	1.036e-01	9.105e-02	1.113e-01	1.123e-01	1.028e-01	1.211e-01	2.466e-01	2.428e-01	2.518e-01	2.150e-01	2.111e-01	2.218e-01	2.632e-01	2.595e-01	2.713e-01	1.352e-01	1.235e-01	1.413e-01	1.276e-01	1.194e-01	1.330e-01	1.510e-01	1.458e-01	1.568e-01	7.629e-02	6.995e-02	7.995e-02	8.434e-02	7.854e-02	8.823e-02
