evals.q.250.	_.circularPointsAiming.50.3.ga.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.ga.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.ga.all.each.solution.overall.target.distance.max	_.circularPointsAiming.50.3.ga.33.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.ga.33.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.ga.33.all.each.solution.overall.target.distance.max	_.circularPointsAiming.50.3.pso.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.pso.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.pso.all.each.solution.overall.target.distance.max	_.circularPointsAiming.50.3.de.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.de.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.de.all.each.solution.overall.target.distance.max	_.circularPointsAiming.50.3.me.2.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.me.2.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.me.2.all.each.solution.overall.target.distance.max	_.circularPointsAiming.50.3.cabea.e.11.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.cabea.e.11.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.cabea.e.11.all.each.solution.overall.target.distance.max	_.circularPointsAiming.50.3.cabea.cc.11.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.cabea.cc.11.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.cabea.cc.11.all.each.solution.overall.target.distance.max	_.circularPointsAiming.50.3.cabea.e.21.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.cabea.e.21.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.cabea.e.21.all.each.solution.overall.target.distance.max	_.circularPointsAiming.50.3.cabea.cc.21.all.each.solution.overall.target.distance	_.circularPointsAiming.50.3.cabea.cc.21.all.each.solution.overall.target.distance.min	_.circularPointsAiming.50.3.cabea.cc.21.all.each.solution.overall.target.distance.max
1.575e+04	4.278e+00	4.227e+00	4.322e+00	4.323e+00	4.239e+00	4.385e+00	4.984e+00	4.864e+00	5.035e+00	4.430e+00	4.369e+00	4.574e+00	5.754e+00	5.580e+00	5.948e+00	4.554e+00	4.438e+00	4.615e+00	4.475e+00	4.423e+00	4.595e+00	nan	nan	nan	5.308e+00	5.249e+00	5.392e+00
1.600e+04	4.277e+00	4.227e+00	4.320e+00	4.309e+00	4.239e+00	4.385e+00	4.942e+00	4.811e+00	5.042e+00	4.430e+00	4.369e+00	4.574e+00	5.739e+00	5.580e+00	5.918e+00	4.536e+00	4.438e+00	4.609e+00	4.472e+00	4.423e+00	4.579e+00	5.573e+00	5.497e+00	5.691e+00	5.302e+00	5.182e+00	5.368e+00
1.625e+04	4.277e+00	4.207e+00	4.320e+00	4.309e+00	4.239e+00	4.385e+00	4.962e+00	4.841e+00	5.040e+00	4.430e+00	4.369e+00	4.574e+00	5.776e+00	5.545e+00	5.927e+00	4.504e+00	4.435e+00	4.596e+00	4.472e+00	4.419e+00	4.579e+00	5.507e+00	5.457e+00	5.654e+00	nan	nan	nan
1.650e+04	4.277e+00	4.207e+00	4.329e+00	4.309e+00	4.239e+00	4.385e+00	4.966e+00	4.815e+00	5.036e+00	4.431e+00	4.369e+00	4.572e+00	5.772e+00	5.528e+00	5.922e+00	4.456e+00	4.415e+00	4.580e+00	4.472e+00	4.410e+00	4.577e+00	nan	nan	nan	5.284e+00	5.182e+00	5.325e+00
1.675e+04	4.264e+00	4.207e+00	4.329e+00	4.312e+00	4.239e+00	4.364e+00	4.965e+00	4.834e+00	5.054e+00	4.430e+00	4.369e+00	4.573e+00	5.770e+00	5.509e+00	5.904e+00	4.464e+00	4.421e+00	4.583e+00	4.458e+00	4.419e+00	4.577e+00	5.507e+00	5.447e+00	5.575e+00	5.213e+00	5.152e+00	5.313e+00
1.700e+04	4.255e+00	4.207e+00	4.329e+00	4.312e+00	4.232e+00	4.355e+00	4.974e+00	4.802e+00	5.051e+00	4.431e+00	4.369e+00	4.573e+00	5.725e+00	5.528e+00	5.900e+00	4.502e+00	4.409e+00	4.591e+00	4.458e+00	4.410e+00	4.579e+00	nan	nan	nan	5.237e+00	5.115e+00	5.293e+00
1.725e+04	4.255e+00	4.207e+00	4.329e+00	4.312e+00	4.232e+00	4.355e+00	4.961e+00	4.817e+00	5.052e+00	4.429e+00	4.369e+00	4.573e+00	5.759e+00	5.528e+00	5.900e+00	4.516e+00	4.416e+00	4.578e+00	4.458e+00	4.414e+00	4.586e+00	5.493e+00	5.447e+00	5.548e+00	nan	nan	nan
1.750e+04	4.255e+00	4.207e+00	4.330e+00	4.309e+00	4.241e+00	4.355e+00	4.972e+00	4.861e+00	5.057e+00	4.429e+00	4.369e+00	4.573e+00	5.725e+00	5.528e+00	5.900e+00	4.509e+00	4.416e+00	4.570e+00	4.472e+00	4.414e+00	4.586e+00	nan	nan	nan	5.213e+00	5.091e+00	5.264e+00
1.775e+04	4.255e+00	4.207e+00	4.330e+00	4.309e+00	4.241e+00	4.343e+00	4.974e+00	4.834e+00	5.042e+00	4.430e+00	4.370e+00	4.573e+00	5.736e+00	5.528e+00	5.900e+00	4.488e+00	4.416e+00	4.561e+00	4.458e+00	4.414e+00	4.558e+00	5.456e+00	5.377e+00	5.520e+00	5.197e+00	5.068e+00	5.237e+00
1.800e+04	4.255e+00	4.207e+00	4.330e+00	4.284e+00	4.232e+00	4.346e+00	4.955e+00	4.862e+00	5.047e+00	4.430e+00	4.370e+00	4.574e+00	5.685e+00	5.528e+00	5.873e+00	4.489e+00	4.410e+00	4.613e+00	4.458e+00	4.414e+00	4.528e+00	5.454e+00	5.356e+00	5.497e+00	5.157e+00	5.063e+00	5.235e+00
1.825e+04	4.255e+00	4.197e+00	4.330e+00	4.284e+00	4.232e+00	4.346e+00	4.960e+00	4.839e+00	5.044e+00	4.431e+00	4.370e+00	4.574e+00	5.708e+00	5.495e+00	5.861e+00	4.495e+00	4.410e+00	4.613e+00	4.458e+00	4.414e+00	4.496e+00	nan	nan	nan	nan	nan	nan
1.850e+04	4.255e+00	4.197e+00	4.322e+00	4.284e+00	4.208e+00	4.346e+00	4.978e+00	4.853e+00	5.049e+00	4.431e+00	4.370e+00	4.573e+00	5.647e+00	5.507e+00	5.861e+00	4.489e+00	4.365e+00	4.561e+00	4.458e+00	4.399e+00	4.509e+00	5.435e+00	5.357e+00	5.493e+00	5.159e+00	5.030e+00	5.206e+00
1.875e+04	4.255e+00	4.199e+00	4.322e+00	4.284e+00	4.208e+00	4.364e+00	4.975e+00	4.838e+00	5.058e+00	4.430e+00	4.370e+00	4.573e+00	5.648e+00	5.495e+00	5.820e+00	4.464e+00	4.365e+00	4.558e+00	4.478e+00	4.414e+00	4.515e+00	nan	nan	nan	5.132e+00	5.045e+00	5.206e+00
1.900e+04	4.264e+00	4.199e+00	4.322e+00	4.284e+00	4.217e+00	4.364e+00	4.980e+00	4.837e+00	5.046e+00	4.431e+00	4.370e+00	4.573e+00	5.642e+00	5.507e+00	5.820e+00	4.456e+00	4.364e+00	4.564e+00	4.483e+00	4.399e+00	4.516e+00	5.383e+00	5.332e+00	5.466e+00	5.086e+00	5.007e+00	5.175e+00
1.925e+04	4.264e+00	4.207e+00	4.322e+00	4.284e+00	4.208e+00	4.364e+00	4.983e+00	4.844e+00	5.073e+00	4.430e+00	4.369e+00	4.573e+00	5.606e+00	5.445e+00	5.820e+00	4.456e+00	4.343e+00	4.564e+00	4.453e+00	4.371e+00	4.511e+00	nan	nan	nan	nan	nan	nan
1.950e+04	4.270e+00	4.207e+00	4.322e+00	4.278e+00	4.208e+00	4.364e+00	4.968e+00	4.839e+00	5.051e+00	4.432e+00	4.370e+00	4.573e+00	5.604e+00	5.457e+00	5.793e+00	4.456e+00	4.363e+00	4.557e+00	4.453e+00	4.370e+00	4.511e+00	5.343e+00	5.295e+00	5.406e+00	5.086e+00	4.986e+00	5.159e+00
1.975e+04	4.270e+00	4.207e+00	4.326e+00	4.271e+00	4.208e+00	4.364e+00	4.980e+00	4.834e+00	5.071e+00	4.431e+00	4.369e+00	4.574e+00	5.606e+00	5.444e+00	5.788e+00	4.451e+00	4.355e+00	4.541e+00	4.440e+00	4.355e+00	4.511e+00	5.354e+00	5.204e+00	5.391e+00	5.061e+00	4.964e+00	5.121e+00
2.000e+04	4.255e+00	4.192e+00	4.322e+00	4.271e+00	4.208e+00	4.364e+00	4.991e+00	4.852e+00	5.054e+00	4.431e+00	4.369e+00	4.574e+00	5.604e+00	5.444e+00	5.753e+00	4.432e+00	4.353e+00	4.541e+00	4.440e+00	4.355e+00	4.508e+00	nan	nan	nan	5.019e+00	4.939e+00	5.106e+00
2.025e+04	4.255e+00	4.199e+00	4.316e+00	4.278e+00	4.238e+00	4.364e+00	4.993e+00	4.819e+00	5.067e+00	4.432e+00	4.369e+00	4.574e+00	5.606e+00	5.431e+00	5.751e+00	4.439e+00	4.353e+00	4.541e+00	4.440e+00	4.368e+00	4.508e+00	5.317e+00	5.209e+00	5.373e+00	nan	nan	nan
2.050e+04	4.255e+00	4.207e+00	4.300e+00	4.278e+00	4.238e+00	4.364e+00	4.995e+00	4.834e+00	5.058e+00	4.430e+00	4.369e+00	4.574e+00	5.606e+00	5.431e+00	5.702e+00	4.432e+00	4.353e+00	4.544e+00	4.440e+00	4.355e+00	4.508e+00	nan	nan	nan	4.978e+00	4.939e+00	5.101e+00
2.075e+04	4.247e+00	4.207e+00	4.300e+00	4.300e+00	4.239e+00	4.381e+00	4.993e+00	4.826e+00	5.062e+00	4.432e+00	4.369e+00	4.573e+00	5.606e+00	5.444e+00	5.702e+00	4.432e+00	4.346e+00	4.544e+00	4.440e+00	4.372e+00	4.506e+00	5.250e+00	5.198e+00	5.334e+00	4.968e+00	4.921e+00	5.010e+00
2.100e+04	4.255e+00	4.207e+00	4.300e+00	4.290e+00	4.244e+00	4.364e+00	5.000e+00	4.835e+00	5.059e+00	4.431e+00	4.370e+00	4.573e+00	5.620e+00	5.444e+00	5.702e+00	4.415e+00	4.345e+00	4.544e+00	4.434e+00	4.374e+00	4.506e+00	nan	nan	nan	4.963e+00	4.929e+00	5.025e+00
2.125e+04	4.255e+00	4.207e+00	4.300e+00	4.301e+00	4.271e+00	4.364e+00	4.992e+00	4.819e+00	5.059e+00	4.431e+00	4.370e+00	4.574e+00	5.606e+00	5.444e+00	5.751e+00	4.425e+00	4.346e+00	4.526e+00	4.434e+00	4.374e+00	4.496e+00	5.238e+00	5.185e+00	5.312e+00	nan	nan	nan
2.150e+04	4.252e+00	4.204e+00	4.300e+00	4.320e+00	4.278e+00	4.364e+00	5.000e+00	4.830e+00	5.058e+00	4.432e+00	4.370e+00	4.573e+00	5.606e+00	5.444e+00	5.751e+00	4.420e+00	4.326e+00	4.501e+00	4.434e+00	4.381e+00	4.499e+00	5.232e+00	5.129e+00	5.310e+00	4.948e+00	4.914e+00	5.015e+00
2.175e+04	4.252e+00	4.207e+00	4.300e+00	4.320e+00	4.278e+00	4.364e+00	5.000e+00	4.838e+00	5.064e+00	4.433e+00	4.370e+00	4.573e+00	5.606e+00	5.419e+00	5.751e+00	4.376e+00	4.332e+00	4.489e+00	4.455e+00	4.412e+00	4.499e+00	nan	nan	nan	4.948e+00	4.902e+00	5.004e+00
2.200e+04	4.257e+00	4.207e+00	4.300e+00	4.320e+00	4.278e+00	4.381e+00	4.999e+00	4.834e+00	5.067e+00	4.433e+00	4.370e+00	4.573e+00	5.606e+00	5.409e+00	5.760e+00	4.365e+00	4.332e+00	4.473e+00	4.458e+00	4.412e+00	4.493e+00	5.204e+00	5.119e+00	5.276e+00	4.930e+00	4.878e+00	4.996e+00
2.225e+04	4.265e+00	4.207e+00	4.300e+00	4.320e+00	4.278e+00	4.381e+00	5.003e+00	4.841e+00	5.067e+00	4.433e+00	4.369e+00	4.573e+00	5.606e+00	5.395e+00	5.777e+00	4.376e+00	4.332e+00	4.468e+00	4.455e+00	4.407e+00	4.484e+00	nan	nan	nan	4.929e+00	4.866e+00	4.991e+00
2.250e+04	4.265e+00	4.214e+00	4.300e+00	4.320e+00	4.278e+00	4.386e+00	4.993e+00	4.855e+00	5.066e+00	4.433e+00	4.369e+00	4.572e+00	5.606e+00	5.409e+00	5.722e+00	4.371e+00	4.325e+00	4.468e+00	4.455e+00	4.407e+00	4.484e+00	5.199e+00	5.092e+00	5.249e+00	nan	nan	nan
2.275e+04	4.257e+00	4.214e+00	4.294e+00	4.320e+00	4.244e+00	4.386e+00	5.003e+00	4.847e+00	5.061e+00	4.433e+00	4.369e+00	4.572e+00	5.567e+00	5.347e+00	5.715e+00	4.371e+00	4.321e+00	4.468e+00	4.455e+00	4.404e+00	4.486e+00	nan	nan	nan	4.910e+00	4.866e+00	4.960e+00
2.300e+04	4.252e+00	4.214e+00	4.281e+00	4.320e+00	4.275e+00	4.382e+00	4.971e+00	4.849e+00	5.067e+00	4.433e+00	4.370e+00	4.572e+00	5.590e+00	5.395e+00	5.715e+00	4.371e+00	4.332e+00	4.473e+00	4.452e+00	4.364e+00	4.496e+00	5.153e+00	5.070e+00	5.222e+00	4.891e+00	4.767e+00	4.934e+00
2.325e+04	4.252e+00	4.214e+00	4.281e+00	4.329e+00	4.275e+00	4.377e+00	4.997e+00	4.836e+00	5.070e+00	4.432e+00	4.369e+00	4.572e+00	5.590e+00	5.333e+00	5.715e+00	4.371e+00	4.325e+00	4.471e+00	4.431e+00	4.361e+00	4.496e+00	5.145e+00	5.070e+00	5.212e+00	4.891e+00	4.767e+00	4.932e+00
2.350e+04	4.249e+00	4.214e+00	4.281e+00	4.310e+00	4.257e+00	4.371e+00	4.987e+00	4.823e+00	5.068e+00	4.432e+00	4.370e+00	4.573e+00	5.590e+00	5.395e+00	5.703e+00	4.369e+00	4.325e+00	4.454e+00	4.423e+00	4.361e+00	4.477e+00	nan	nan	nan	nan	nan	nan
2.375e+04	4.249e+00	4.207e+00	4.281e+00	4.301e+00	4.238e+00	4.369e+00	5.000e+00	4.836e+00	5.066e+00	4.431e+00	4.370e+00	4.573e+00	5.546e+00	5.304e+00	5.672e+00	4.365e+00	4.331e+00	4.444e+00	4.419e+00	4.381e+00	4.471e+00	5.100e+00	4.997e+00	5.196e+00	4.866e+00	4.745e+00	4.913e+00
2.400e+04	4.249e+00	4.207e+00	4.281e+00	4.301e+00	4.238e+00	4.369e+00	4.994e+00	4.826e+00	5.064e+00	4.430e+00	4.370e+00	4.572e+00	5.571e+00	5.416e+00	5.672e+00	4.365e+00	4.331e+00	4.444e+00	4.422e+00	4.367e+00	4.458e+00	nan	nan	nan	4.866e+00	4.745e+00	4.920e+00
2.425e+04	4.249e+00	4.207e+00	4.286e+00	4.301e+00	4.238e+00	4.369e+00	5.005e+00	4.830e+00	5.063e+00	4.432e+00	4.369e+00	4.572e+00	5.543e+00	5.306e+00	5.672e+00	4.341e+00	4.315e+00	4.449e+00	4.423e+00	4.386e+00	4.457e+00	5.096e+00	4.980e+00	5.186e+00	4.844e+00	4.718e+00	4.910e+00
2.450e+04	4.252e+00	4.207e+00	4.289e+00	4.292e+00	4.238e+00	4.369e+00	5.000e+00	4.812e+00	5.065e+00	4.432e+00	4.369e+00	4.572e+00	5.566e+00	5.412e+00	5.672e+00	4.341e+00	4.315e+00	4.454e+00	4.424e+00	4.391e+00	4.458e+00	nan	nan	nan	nan	nan	nan
2.475e+04	4.252e+00	4.207e+00	4.288e+00	4.301e+00	4.257e+00	4.364e+00	4.995e+00	4.826e+00	5.070e+00	4.433e+00	4.369e+00	4.572e+00	5.547e+00	5.390e+00	5.633e+00	4.362e+00	4.315e+00	4.449e+00	4.423e+00	4.388e+00	4.458e+00	5.024e+00	4.922e+00	5.158e+00	4.807e+00	4.702e+00	4.910e+00
2.500e+04	4.252e+00	4.207e+00	4.288e+00	4.301e+00	4.257e+00	4.364e+00	5.010e+00	4.818e+00	5.066e+00	4.433e+00	4.369e+00	4.573e+00	5.561e+00	5.390e+00	5.633e+00	4.365e+00	4.315e+00	4.449e+00	4.422e+00	4.372e+00	4.456e+00	nan	nan	nan	4.807e+00	4.700e+00	4.910e+00
2.525e+04	4.261e+00	4.207e+00	4.288e+00	4.301e+00	4.257e+00	4.364e+00	5.002e+00	4.834e+00	5.072e+00	4.433e+00	4.369e+00	4.572e+00	5.547e+00	5.355e+00	5.626e+00	4.365e+00	4.286e+00	4.445e+00	4.422e+00	4.372e+00	4.456e+00	5.022e+00	4.922e+00	5.129e+00	4.804e+00	4.697e+00	4.878e+00
2.550e+04	4.261e+00	4.207e+00	4.281e+00	4.301e+00	4.235e+00	4.351e+00	4.997e+00	4.826e+00	5.068e+00	4.433e+00	4.368e+00	4.573e+00	5.532e+00	5.357e+00	5.626e+00	4.375e+00	4.331e+00	4.445e+00	4.407e+00	4.372e+00	4.449e+00	5.022e+00	4.884e+00	5.121e+00	nan	nan	nan
2.575e+04	4.261e+00	4.207e+00	4.288e+00	4.301e+00	4.235e+00	4.351e+00	5.007e+00	4.825e+00	5.074e+00	4.434e+00	4.368e+00	4.573e+00	5.532e+00	5.357e+00	5.620e+00	4.390e+00	4.325e+00	4.444e+00	4.407e+00	4.363e+00	4.440e+00	nan	nan	nan	4.777e+00	4.683e+00	4.859e+00
2.600e+04	4.261e+00	4.207e+00	4.288e+00	4.301e+00	4.243e+00	4.351e+00	4.995e+00	4.824e+00	5.067e+00	4.433e+00	4.368e+00	4.573e+00	5.514e+00	5.412e+00	5.626e+00	4.390e+00	4.326e+00	4.434e+00	4.407e+00	4.372e+00	4.449e+00	5.022e+00	4.879e+00	5.103e+00	4.777e+00	4.680e+00	4.857e+00
2.625e+04	4.262e+00	4.207e+00	4.288e+00	4.301e+00	4.243e+00	4.351e+00	5.005e+00	4.825e+00	5.078e+00	4.433e+00	4.368e+00	4.573e+00	5.532e+00	5.400e+00	5.620e+00	4.390e+00	4.328e+00	4.449e+00	4.413e+00	4.381e+00	4.452e+00	nan	nan	nan	4.764e+00	4.670e+00	4.818e+00
2.650e+04	4.257e+00	4.207e+00	4.288e+00	4.292e+00	4.243e+00	4.351e+00	5.004e+00	4.819e+00	5.074e+00	4.434e+00	4.368e+00	4.573e+00	5.532e+00	5.400e+00	5.620e+00	4.388e+00	4.332e+00	4.449e+00	4.407e+00	4.381e+00	4.458e+00	4.995e+00	4.848e+00	5.070e+00	nan	nan	nan
2.675e+04	4.257e+00	4.207e+00	4.291e+00	4.291e+00	4.243e+00	4.349e+00	4.991e+00	4.845e+00	5.077e+00	4.433e+00	4.367e+00	4.573e+00	5.532e+00	5.400e+00	5.616e+00	4.394e+00	4.332e+00	4.454e+00	4.407e+00	4.364e+00	4.466e+00	nan	nan	nan	4.754e+00	4.650e+00	4.818e+00
2.700e+04	4.257e+00	4.207e+00	4.291e+00	4.292e+00	4.243e+00	4.344e+00	5.003e+00	4.837e+00	5.072e+00	4.433e+00	4.367e+00	4.573e+00	5.532e+00	5.367e+00	5.616e+00	4.394e+00	4.328e+00	4.454e+00	4.404e+00	4.363e+00	4.466e+00	4.966e+00	4.846e+00	5.051e+00	4.754e+00	4.644e+00	4.818e+00
2.725e+04	4.255e+00	4.207e+00	4.291e+00	4.296e+00	4.243e+00	4.341e+00	4.998e+00	4.835e+00	5.079e+00	4.432e+00	4.367e+00	4.573e+00	5.521e+00	5.367e+00	5.616e+00	4.394e+00	4.325e+00	4.454e+00	4.407e+00	4.363e+00	4.471e+00	4.909e+00	4.846e+00	5.059e+00	4.752e+00	4.642e+00	4.814e+00
2.750e+04	4.252e+00	4.203e+00	4.289e+00	4.296e+00	4.257e+00	4.333e+00	5.004e+00	4.839e+00	5.067e+00	4.431e+00	4.367e+00	4.573e+00	5.531e+00	5.367e+00	5.596e+00	4.388e+00	4.325e+00	4.454e+00	4.407e+00	4.363e+00	4.466e+00	nan	nan	nan	nan	nan	nan
2.775e+04	4.255e+00	4.203e+00	4.289e+00	4.296e+00	4.257e+00	4.333e+00	4.997e+00	4.849e+00	5.074e+00	4.429e+00	4.367e+00	4.573e+00	5.531e+00	5.367e+00	5.593e+00	4.394e+00	4.328e+00	4.446e+00	4.404e+00	4.354e+00	4.466e+00	4.902e+00	4.799e+00	5.030e+00	4.713e+00	4.639e+00	4.792e+00
2.800e+04	4.252e+00	4.203e+00	4.288e+00	4.296e+00	4.257e+00	4.333e+00	5.003e+00	4.842e+00	5.076e+00	4.430e+00	4.368e+00	4.573e+00	5.521e+00	5.348e+00	5.585e+00	4.404e+00	4.328e+00	4.440e+00	4.401e+00	4.354e+00	4.466e+00	nan	nan	nan	4.704e+00	4.612e+00	4.787e+00
2.825e+04	4.252e+00	4.203e+00	4.288e+00	4.292e+00	4.257e+00	4.333e+00	5.007e+00	4.843e+00	5.076e+00	4.430e+00	4.368e+00	4.573e+00	5.500e+00	5.394e+00	5.571e+00	4.404e+00	4.328e+00	4.437e+00	4.397e+00	4.349e+00	4.449e+00	4.847e+00	4.797e+00	5.019e+00	4.690e+00	4.609e+00	4.768e+00
2.850e+04	4.252e+00	4.203e+00	4.288e+00	4.286e+00	4.229e+00	4.331e+00	5.000e+00	4.844e+00	5.076e+00	4.429e+00	4.368e+00	4.573e+00	5.501e+00	5.394e+00	5.565e+00	4.403e+00	4.328e+00	4.433e+00	4.380e+00	4.315e+00	4.449e+00	nan	nan	nan	4.690e+00	4.610e+00	4.753e+00
2.875e+04	4.252e+00	4.203e+00	4.290e+00	4.286e+00	4.251e+00	4.331e+00	4.998e+00	4.854e+00	5.078e+00	4.427e+00	4.367e+00	4.573e+00	5.500e+00	5.340e+00	5.571e+00	4.396e+00	4.325e+00	4.430e+00	4.377e+00	4.341e+00	4.449e+00	4.839e+00	4.779e+00	4.992e+00	nan	nan	nan
2.900e+04	4.252e+00	4.203e+00	4.290e+00	4.286e+00	4.251e+00	4.331e+00	4.995e+00	4.851e+00	5.077e+00	4.429e+00	4.368e+00	4.573e+00	5.493e+00	5.348e+00	5.565e+00	4.380e+00	4.317e+00	4.417e+00	4.401e+00	4.349e+00	4.449e+00	4.839e+00	4.767e+00	4.966e+00	4.690e+00	4.625e+00	4.753e+00
2.925e+04	4.252e+00	4.203e+00	4.290e+00	4.286e+00	4.251e+00	4.311e+00	5.012e+00	4.852e+00	5.079e+00	4.430e+00	4.368e+00	4.573e+00	5.493e+00	5.348e+00	5.560e+00	4.379e+00	4.317e+00	4.432e+00	4.401e+00	4.352e+00	4.449e+00	nan	nan	nan	4.690e+00	4.610e+00	4.743e+00
2.950e+04	4.246e+00	4.187e+00	4.290e+00	4.286e+00	4.251e+00	4.311e+00	5.003e+00	4.852e+00	5.074e+00	4.430e+00	4.368e+00	4.573e+00	5.486e+00	5.340e+00	5.571e+00	4.379e+00	4.317e+00	4.432e+00	4.401e+00	4.363e+00	4.449e+00	4.826e+00	4.741e+00	4.926e+00	4.665e+00	4.584e+00	4.724e+00
2.975e+04	4.246e+00	4.184e+00	4.290e+00	4.286e+00	4.251e+00	4.311e+00	5.011e+00	4.854e+00	5.068e+00	4.430e+00	4.368e+00	4.573e+00	5.479e+00	5.340e+00	5.571e+00	4.379e+00	4.325e+00	4.432e+00	4.410e+00	4.366e+00	4.449e+00	nan	nan	nan	nan	nan	nan
3.000e+04	4.246e+00	4.184e+00	4.290e+00	4.283e+00	4.229e+00	4.302e+00	4.993e+00	4.849e+00	5.075e+00	4.432e+00	4.367e+00	4.573e+00	5.479e+00	5.340e+00	5.564e+00	4.370e+00	4.312e+00	4.431e+00	4.410e+00	4.366e+00	4.449e+00	4.825e+00	4.725e+00	4.897e+00	4.660e+00	4.584e+00	4.719e+00
3.025e+04	4.255e+00	4.200e+00	4.290e+00	4.280e+00	4.208e+00	4.299e+00	4.990e+00	4.853e+00	5.071e+00	4.433e+00	4.367e+00	4.573e+00	5.478e+00	5.340e+00	5.557e+00	4.348e+00	4.299e+00	4.425e+00	4.408e+00	4.366e+00	4.449e+00	nan	nan	nan	4.649e+00	4.584e+00	4.710e+00
3.050e+04	4.255e+00	4.200e+00	4.290e+00	4.280e+00	4.208e+00	4.299e+00	5.009e+00	4.855e+00	5.081e+00	4.433e+00	4.368e+00	4.572e+00	5.479e+00	5.351e+00	5.557e+00	4.348e+00	4.299e+00	4.425e+00	4.408e+00	4.366e+00	4.450e+00	4.825e+00	4.713e+00	4.879e+00	4.638e+00	4.582e+00	4.704e+00
3.075e+04	4.243e+00	4.200e+00	4.290e+00	4.280e+00	4.208e+00	4.299e+00	4.997e+00	4.855e+00	5.079e+00	4.433e+00	4.368e+00	4.572e+00	5.479e+00	5.340e+00	5.557e+00	4.348e+00	4.299e+00	4.425e+00	4.404e+00	4.355e+00	4.449e+00	4.813e+00	4.712e+00	4.846e+00	nan	nan	nan
3.100e+04	4.243e+00	4.200e+00	4.271e+00	4.279e+00	4.208e+00	4.299e+00	4.998e+00	4.854e+00	5.080e+00	4.433e+00	4.368e+00	4.572e+00	5.479e+00	5.365e+00	5.543e+00	4.348e+00	4.299e+00	4.425e+00	4.408e+00	4.355e+00	4.435e+00	nan	nan	nan	4.638e+00	4.581e+00	4.704e+00
3.125e+04	4.243e+00	4.193e+00	4.271e+00	4.279e+00	4.208e+00	4.299e+00	5.011e+00	4.859e+00	5.081e+00	4.434e+00	4.368e+00	4.572e+00	5.479e+00	5.340e+00	5.543e+00	4.348e+00	4.295e+00	4.425e+00	4.408e+00	4.355e+00	4.435e+00	4.791e+00	4.712e+00	4.837e+00	4.635e+00	4.562e+00	4.704e+00
3.150e+04	4.239e+00	4.184e+00	4.264e+00	4.279e+00	4.180e+00	4.299e+00	5.011e+00	4.851e+00	5.081e+00	4.434e+00	4.368e+00	4.572e+00	5.440e+00	5.340e+00	5.532e+00	4.345e+00	4.295e+00	4.425e+00	4.397e+00	4.355e+00	4.435e+00	nan	nan	nan	4.626e+00	4.536e+00	4.708e+00
3.175e+04	4.239e+00	4.184e+00	4.264e+00	4.279e+00	4.180e+00	4.299e+00	5.011e+00	4.861e+00	5.078e+00	4.434e+00	4.368e+00	4.572e+00	5.468e+00	5.340e+00	5.532e+00	4.345e+00	4.295e+00	4.425e+00	4.397e+00	4.352e+00	4.435e+00	4.774e+00	4.689e+00	4.846e+00	nan	nan	nan
3.200e+04	4.239e+00	4.184e+00	4.264e+00	4.279e+00	4.180e+00	4.302e+00	4.998e+00	4.852e+00	5.081e+00	4.435e+00	4.369e+00	4.572e+00	5.455e+00	5.340e+00	5.524e+00	4.346e+00	4.288e+00	4.412e+00	4.397e+00	4.352e+00	4.435e+00	nan	nan	nan	4.617e+00	4.512e+00	4.704e+00
3.225e+04	4.239e+00	4.184e+00	4.264e+00	4.279e+00	4.180e+00	4.310e+00	5.009e+00	4.860e+00	5.072e+00	4.434e+00	4.369e+00	4.572e+00	5.455e+00	5.363e+00	5.535e+00	4.342e+00	4.288e+00	4.425e+00	4.406e+00	4.340e+00	4.435e+00	4.772e+00	4.656e+00	4.818e+00	4.617e+00	4.506e+00	4.704e+00
3.250e+04	4.233e+00	4.184e+00	4.264e+00	4.279e+00	4.198e+00	4.310e+00	5.004e+00	4.855e+00	5.074e+00	4.435e+00	4.369e+00	4.572e+00	5.442e+00	5.363e+00	5.530e+00	4.346e+00	4.288e+00	4.435e+00	4.406e+00	4.340e+00	4.440e+00	nan	nan	nan	4.601e+00	4.506e+00	4.638e+00
3.275e+04	4.233e+00	4.193e+00	4.264e+00	4.275e+00	4.198e+00	4.317e+00	4.998e+00	4.858e+00	5.070e+00	4.435e+00	4.369e+00	4.572e+00	5.440e+00	5.312e+00	5.535e+00	4.346e+00	4.288e+00	4.403e+00	4.406e+00	4.340e+00	4.440e+00	4.758e+00	4.681e+00	4.790e+00	nan	nan	nan
